EmployeeNo,Last_performance_score,No_of_previous_employers,Targets_met,Training_score_average,Trainings_Attended,Age_recurited,Years_in_company,Channel_of_Recruitment_Agency and others,Channel_of_Recruitment_Direct Internal process,Channel_of_Recruitment_Referral and Special candidates,Division_Business Finance Operations,Division_Commercial Sales and Marketing,Division_Customer Support and Field Operations,Division_Information Technology and Solution Support,Division_Information and Strategy,Division_People/HR Management,Division_Regulatory and Legal services,Division_Research and Innovation,Division_Sourcing and Purchasing,Foreign_schooled_No,Foreign_schooled_Yes,Gender_Female,Gender_Male,Marital_Status_Married,Marital_Status_Not_Sure,Marital_Status_Single,Previous_Award_0,Previous_Award_1,Previous_IntraDepartmental_Movement_No,Previous_IntraDepartmental_Movement_Yes,Qualification_First Degree or HND,"Qualification_MSc, MBA and PhD",Qualification_Non-University Education,Qualification_something_here,Past_Disciplinary_Action_No,Past_Disciplinary_Action_Yes,zone_NC,zone_NE,zone_NW,zone_SE,zone_SS,zone_SW
43799,YAK/S/18470,7.5,0,0,4.290459441148391,2,3.367295829986474,2.9444389791664403,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
43800,YAK/S/18471,12.5,1,1,4.382026634673881,2,3.4011973816621555,1.3862943611198906,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43801,YAK/S/18482,7.5,6,0,4.04305126783455,2,3.091042453358316,1.9459101490553132,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
43802,YAK/S/18490,7.5,1,0,4.304065093204169,2,3.4965075614664802,2.1972245773362196,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
43803,YAK/S/18493,12.5,1,1,3.8712010109078907,4,3.2188758248682006,2.0794415416798357,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43804,YAK/S/18495,7.5,0,0,4.356708826689592,3,3.713572066704308,2.70805020110221,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43805,YAK/S/18502,0.0,0,0,3.9512437185814275,2,3.367295829986474,0.6931471805599453,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
43806,YAK/S/18503,12.5,1,1,3.9318256327243257,2,2.9444389791664403,1.0986122886681096,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
43807,YAK/S/18505,0.0,0,0,3.9889840465642745,2,3.044522437723423,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
43808,YAK/S/18506,10.0,4,0,3.6888794541139363,2,3.295836866004329,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
43809,YAK/S/18510,7.5,1,0,4.007333185232471,2,3.4339872044851463,2.3978952727983707,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43810,YAK/S/18511,0.0,1,1,4.04305126783455,3,3.295836866004329,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43811,YAK/S/18524,7.5,1,1,3.970291913552122,2,3.091042453358316,1.791759469228055,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1
43812,YAK/S/18525,0.0,0,0,3.9512437185814275,2,3.295836866004329,0.6931471805599453,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43813,YAK/S/18526,0.0,5,0,4.143134726391533,2,3.1354942159291497,0.6931471805599453,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
43814,YAK/S/18527,7.5,1,0,3.9512437185814275,2,3.091042453358316,1.9459101490553132,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43815,YAK/S/18528,7.5,0,1,4.290459441148391,2,3.258096538021482,1.0986122886681096,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
43816,YAK/S/18533,12.5,1,1,3.9512437185814275,2,3.4011973816621555,2.8903717578961645,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43817,YAK/S/18536,5.0,0,0,3.828641396489095,3,3.1780538303479458,3.091042453358316,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
43818,YAK/S/18537,10.0,0,1,4.127134385045092,2,3.2188758248682006,1.3862943611198906,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43819,YAK/S/18542,0.0,1,1,4.0943445622221,5,3.258096538021482,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
43820,YAK/S/18544,5.0,1,0,4.31748811353631,3,3.258096538021482,1.791759469228055,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
43821,YAK/S/18548,5.0,1,0,3.912023005428146,2,3.044522437723423,1.9459101490553132,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
43822,YAK/S/18549,0.0,0,0,3.7376696182833684,2,3.258096538021482,0.6931471805599453,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43823,YAK/S/18550,12.5,0,1,4.189654742026425,2,3.258096538021482,2.302585092994046,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
43824,YAK/S/18551,7.5,0,0,3.8501476017100584,2,3.1780538303479458,2.3978952727983707,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43825,YAK/S/18552,7.5,0,0,4.23410650459726,2,3.6109179126442243,2.9444389791664403,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43826,YAK/S/18553,5.0,4,1,4.382026634673881,2,3.367295829986474,1.0986122886681096,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43827,YAK/S/18556,12.5,1,1,4.127134385045092,2,3.091042453358316,1.6094379124341003,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43828,YAK/S/18559,10.0,0,0,3.828641396489095,2,3.828641396489095,1.3862943611198906,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
43829,YAK/S/18561,12.5,1,1,4.356708826689592,2,3.1780538303479458,2.3978952727983707,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43830,YAK/S/18573,2.5,1,0,4.07753744390572,2,3.828641396489095,1.9459101490553132,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
43831,YAK/S/18581,2.5,0,0,3.7612001156935624,5,3.4011973816621555,1.791759469228055,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43832,YAK/S/18584,12.5,1,1,3.9512437185814275,3,3.367295829986474,1.6094379124341003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
43833,YAK/S/18587,2.5,1,0,4.143134726391533,2,3.258096538021482,2.70805020110221,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43834,YAK/S/18588,12.5,0,1,4.110873864173311,2,3.5553480614894135,1.6094379124341003,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
43835,YAK/S/18592,10.0,4,1,3.7612001156935624,2,3.4657359027997265,1.9459101490553132,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
43836,YAK/S/18594,12.5,1,1,3.784189633918261,2,3.1780538303479458,1.791759469228055,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
43837,YAK/S/18596,7.5,0,0,3.7376696182833684,2,3.258096538021482,1.0986122886681096,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43838,YAK/S/18601,12.5,1,0,4.219507705176107,3,4.007333185232471,1.3862943611198906,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
43839,YAK/S/18604,7.5,1,0,3.6635616461296463,2,3.044522437723423,1.0986122886681096,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
43840,YAK/S/18605,2.5,0,1,4.110873864173311,4,3.6635616461296463,1.6094379124341003,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
43841,YAK/S/18607,12.5,1,1,3.970291913552122,2,3.5263605246161616,2.9444389791664403,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43842,YAK/S/18617,7.5,1,0,4.290459441148391,2,3.4965075614664802,1.791759469228055,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43843,YAK/S/18620,5.0,1,0,4.204692619390966,2,3.1780538303479458,1.6094379124341003,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
43844,YAK/S/18625,0.0,1,1,3.713572066704308,2,3.091042453358316,0.6931471805599453,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
43845,YAK/S/18630,0.0,5,0,4.3694478524670215,2,3.2188758248682006,0.6931471805599453,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
43846,YAK/S/18631,12.5,3,0,3.9318256327243257,2,3.1780538303479458,1.3862943611198906,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43847,YAK/S/18632,7.5,1,0,3.7612001156935624,4,3.091042453358316,2.302585092994046,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
43848,YAK/S/18639,12.5,0,1,4.219507705176107,2,3.258096538021482,1.3862943611198906,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
43849,YAK/S/18642,10.0,0,1,4.356708826689592,2,3.4657359027997265,1.6094379124341003,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43850,YAK/S/18645,10.0,0,0,3.9889840465642745,2,3.4965075614664802,1.3862943611198906,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43851,YAK/S/18646,12.5,1,0,4.394449154672439,2,3.1354942159291497,1.0986122886681096,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
43852,YAK/S/18647,10.0,1,1,4.248495242049359,3,3.091042453358316,1.6094379124341003,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
43853,YAK/S/18650,7.5,1,0,4.02535169073515,2,3.091042453358316,2.0794415416798357,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43854,YAK/S/18652,7.5,0,1,4.02535169073515,2,3.58351893845611,2.0794415416798357,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
43855,YAK/S/18653,10.0,0,0,4.304065093204169,2,3.2188758248682006,1.3862943611198906,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
43856,YAK/S/18656,0.0,1,1,3.970291913552122,2,3.2188758248682006,0.6931471805599453,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43857,YAK/S/18658,7.5,0,0,4.189654742026425,3,2.995732273553991,1.0986122886681096,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
43858,YAK/S/18663,2.5,5,0,4.1588830833596715,2,3.8712010109078907,1.3862943611198906,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43859,YAK/S/18664,7.5,0,1,4.5217885770490405,2,3.1354942159291497,1.0986122886681096,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43860,YAK/S/18665,10.0,1,0,4.290459441148391,3,3.1780538303479458,1.0986122886681096,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43861,YAK/S/18667,2.5,2,0,4.110873864173311,2,3.2188758248682006,1.9459101490553132,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
43862,YAK/S/18672,7.5,0,1,3.7376696182833684,2,3.044522437723423,1.3862943611198906,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
43863,YAK/S/18676,2.5,1,1,3.970291913552122,2,3.367295829986474,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43864,YAK/S/18677,7.5,0,0,4.248495242049359,2,3.7376696182833684,2.70805020110221,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
43865,YAK/S/18678,12.5,0,0,4.276666119016055,2,3.2188758248682006,2.302585092994046,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43866,YAK/S/18679,7.5,1,0,4.007333185232471,2,3.258096538021482,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43867,YAK/S/18684,10.0,3,0,4.174387269895637,3,3.6109179126442243,1.791759469228055,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
43868,YAK/S/18686,10.0,1,0,4.04305126783455,3,3.4339872044851463,1.9459101490553132,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
43869,YAK/S/18688,7.5,1,0,3.970291913552122,2,3.4011973816621555,1.791759469228055,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
43870,YAK/S/18689,7.5,1,0,4.31748811353631,3,3.332204510175204,1.3862943611198906,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
43871,YAK/S/18695,7.5,4,0,3.7612001156935624,2,3.7376696182833684,1.9459101490553132,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
43872,YAK/S/18696,12.5,3,0,3.6888794541139363,3,3.091042453358316,1.791759469228055,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
43873,YAK/S/18708,7.5,0,0,4.356708826689592,2,3.044522437723423,1.3862943611198906,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
43874,YAK/S/18709,7.5,0,1,4.219507705176107,2,3.367295829986474,2.5649493574615367,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43875,YAK/S/18710,7.5,1,1,3.9889840465642745,2,3.2188758248682006,1.9459101490553132,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
43876,YAK/S/18714,5.0,0,0,3.7376696182833684,2,3.2188758248682006,2.995732273553991,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43877,YAK/S/18715,2.5,4,0,4.330733340286331,2,3.4657359027997265,1.0986122886681096,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
43878,YAK/S/18716,10.0,0,0,3.970291913552122,2,3.367295829986474,1.0986122886681096,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
43879,YAK/S/18718,2.5,5,1,4.110873864173311,2,3.4339872044851463,1.6094379124341003,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43880,YAK/S/18721,10.0,1,0,3.912023005428146,2,3.2188758248682006,2.3978952727983707,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
43881,YAK/S/18723,7.5,0,0,3.6888794541139363,2,3.2188758248682006,1.9459101490553132,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
43882,YAK/S/18724,7.5,0,0,3.9512437185814275,2,3.2188758248682006,2.302585092994046,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
43883,YAK/S/18726,12.5,1,0,4.382026634673881,2,3.4011973816621555,2.1972245773362196,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43884,YAK/S/18736,10.0,1,1,4.31748811353631,2,3.1780538303479458,2.3978952727983707,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
43885,YAK/S/18739,7.5,0,0,4.02535169073515,6,3.1354942159291497,1.0986122886681096,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43886,YAK/S/18741,2.5,2,0,3.8066624897703196,2,3.2188758248682006,1.9459101490553132,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
43887,YAK/S/18742,2.5,0,0,4.382026634673881,2,3.295836866004329,2.0794415416798357,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
43888,YAK/S/18745,7.5,0,1,3.7376696182833684,2,3.091042453358316,1.0986122886681096,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43889,YAK/S/18755,10.0,0,1,4.1588830833596715,2,3.2188758248682006,1.6094379124341003,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
43890,YAK/S/18758,12.5,0,0,4.127134385045092,2,3.258096538021482,1.0986122886681096,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43891,YAK/S/18760,7.5,0,0,3.8501476017100584,3,3.4965075614664802,1.0986122886681096,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
43892,YAK/S/18764,5.0,1,0,3.8501476017100584,2,3.091042453358316,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43893,YAK/S/18767,7.5,1,0,4.276666119016055,2,3.091042453358316,1.791759469228055,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
43894,YAK/S/18768,10.0,1,0,3.9512437185814275,3,3.091042453358316,1.3862943611198906,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43895,YAK/S/18769,5.0,1,1,3.784189633918261,2,3.58351893845611,1.9459101490553132,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43896,YAK/S/18770,0.0,0,0,3.6635616461296463,2,3.1780538303479458,0.6931471805599453,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43897,YAK/S/18774,10.0,1,0,4.304065093204169,2,3.091042453358316,1.0986122886681096,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43898,YAK/S/18779,12.5,4,1,3.9889840465642745,3,3.258096538021482,2.302585092994046,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43899,YAK/S/18781,7.5,1,0,3.6375861597263857,2,3.295836866004329,1.791759469228055,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43900,YAK/S/18786,7.5,0,0,4.23410650459726,2,3.4011973816621555,2.8903717578961645,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43901,YAK/S/18787,7.5,1,1,4.23410650459726,2,3.784189633918261,2.4849066497880004,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
43902,YAK/S/18789,2.5,1,0,3.7612001156935624,2,3.258096538021482,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43903,YAK/S/18790,10.0,1,0,4.430816798843313,2,3.2188758248682006,1.791759469228055,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
43904,YAK/S/18791,7.5,1,1,4.31748811353631,3,3.044522437723423,1.3862943611198906,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
43905,YAK/S/18792,0.0,1,1,4.290459441148391,2,3.2188758248682006,0.6931471805599453,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
43906,YAK/S/18795,12.5,1,1,3.9889840465642745,2,3.1354942159291497,1.6094379124341003,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
43907,YAK/S/18804,2.5,1,0,3.713572066704308,4,3.091042453358316,1.0986122886681096,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43908,YAK/S/18807,10.0,0,0,4.2626798770413155,2,3.2188758248682006,1.9459101490553132,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
43909,YAK/S/18809,10.0,1,1,3.9889840465642745,2,3.295836866004329,1.3862943611198906,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
43910,YAK/S/18811,7.5,0,1,3.9512437185814275,2,3.4339872044851463,1.0986122886681096,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
43911,YAK/S/18813,12.5,0,1,3.8066624897703196,2,3.4965075614664802,1.0986122886681096,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
43912,YAK/S/18814,7.5,1,0,3.7376696182833684,2,3.1354942159291497,1.791759469228055,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
